timestamp,cell_id,hour,peak_hour,active_users,rsrp_dbm,sinr_db,prb_util_pct,dl_throughput_mbps,latency_ms,packet_loss_pct,handover_success_pct,availability_pct,root_cause,is_anomaly
2026-08-01 05:15:00,ZZ-CELL-005,5,0,78,-105.31,18.45,57.78,147.39,18.2,0.085,97.58,99.933,normal,0
2026-08-01 05:20:00,ZZ-CELL-006,5,0,73,-93.47,7.88,34.61,141.28,27.66,0.032,99.34,99.857,normal,0
2026-08-01 05:25:00,ZZ-CELL-018,5,0,171,-108.62,19.54,93.32,26.6,52.57,0.196,98.4,99.826,congestion,1
2026-08-01 05:30:00,ZZ-CELL-008,5,0,50,-116.67,0.86,27.31,23.01,20.0,0.08,88.69,99.871,weak_coverage,1
2026-08-01 05:35:00,ZZ-CELL-004,5,0,48,-92.42,22.94,44.4,185.66,34.72,0.042,97.99,99.854,normal,0
2026-08-01 05:40:00,ZZ-CELL-008,5,0,46,-93.23,23.36,30.96,192.6,14.17,0.051,97.22,99.841,normal,0
2026-08-01 05:45:00,ZZ-CELL-024,5,0,162,-99.54,8.98,91.0,43.6,63.64,0.132,98.11,99.938,congestion,1
2026-08-01 05:50:00,ZZ-CELL-023,5,0,48,-89.94,15.76,33.45,187.52,20.73,0.047,97.73,99.87,normal,0
2026-08-01 05:55:00,ZZ-CELL-002,5,0,77,-100.29,14.47,45.74,142.69,21.16,0.088,98.53,99.86,normal,0
2026-08-01 06:00:00,ZZ-CELL-005,6,0,85,-94.81,9.96,31.52,143.76,25.34,0.079,98.36,99.914,normal,0
2026-08-01 06:05:00,ZZ-CELL-009,6,0,24,-93.57,22.09,37.23,161.18,25.44,0.083,97.03,99.827,normal,0
2026-08-01 06:10:00,ZZ-CELL-002,6,0,50,-94.66,14.45,42.84,168.43,22.2,0.075,97.89,99.915,normal,0
2026-08-01 06:15:00,ZZ-CELL-016,6,0,52,-91.57,21.47,40.47,167.94,28.09,0.047,98.62,99.881,normal,0
2026-08-01 06:20:00,ZZ-CELL-009,6,0,58,-94.17,14.41,38.61,163.97,21.0,0.107,98.1,99.916,normal,0
2026-08-01 06:25:00,ZZ-CELL-015,6,0,51,-86.03,12.11,43.66,136.16,18.46,0.152,97.12,99.918,normal,0
2026-08-01 06:30:00,ZZ-CELL-003,6,0,84,-90.32,15.59,41.78,151.32,24.56,0.077,97.23,99.974,normal,0
2026-08-01 06:35:00,ZZ-CELL-005,6,0,73,-88.91,17.02,42.91,19.02,187.79,9.126,97.38,97.903,transmission,1
2026-08-01 06:40:00,ZZ-CELL-014,6,0,71,-95.16,17.25,45.58,171.48,21.32,0.079,97.88,99.949,normal,0
2026-08-01 06:45:00,ZZ-CELL-003,6,0,76,-90.73,-0.9,35.1,23.52,24.23,3.065,99.98,99.99,interference,1
2026-08-01 06:50:00,ZZ-CELL-009,6,0,108,-90.25,24.84,57.69,168.02,24.62,0.061,98.54,100.0,normal,0
2026-08-01 06:55:00,ZZ-CELL-008,6,0,81,-89.14,24.88,51.74,188.54,24.22,0.106,97.45,99.918,normal,0
2026-08-01 07:00:00,ZZ-CELL-022,7,0,89,-109.56,2.08,38.23,21.11,19.54,0.053,92.92,99.855,weak_coverage,1
2026-08-01 07:05:00,ZZ-CELL-006,7,0,164,-91.03,11.6,91.89,34.87,65.23,0.118,98.11,99.853,congestion,1
2026-08-01 07:10:00,ZZ-CELL-016,7,0,56,-90.17,16.6,36.6,164.88,20.13,0.094,97.9,99.9,normal,0
2026-08-01 07:15:00,ZZ-CELL-018,7,0,64,-87.33,17.27,40.83,152.16,24.7,0.068,97.65,99.949,normal,0
2026-08-01 07:20:00,ZZ-CELL-006,7,0,77,-85.02,19.61,38.61,149.72,16.0,0.051,97.62,99.897,normal,0
2026-08-01 07:25:00,ZZ-CELL-009,7,0,32,-94.16,14.93,52.83,139.17,24.87,0.081,98.74,99.875,normal,0
2026-08-01 07:30:00,ZZ-CELL-005,7,0,69,-102.98,17.3,43.77,145.0,21.99,0.162,97.75,99.892,normal,0
2026-08-01 07:35:00,ZZ-CELL-017,7,0,84,-89.19,17.96,43.8,155.88,31.16,0.108,99.56,99.945,normal,0
2026-08-01 07:40:00,ZZ-CELL-003,7,0,108,-117.87,-3.14,35.16,23.88,10.57,0.052,86.85,99.933,weak_coverage,1
2026-08-01 07:45:00,ZZ-CELL-024,7,0,42,-88.48,23.32,39.64,178.39,24.97,0.045,98.1,99.895,normal,0
2026-08-01 07:50:00,ZZ-CELL-013,7,0,181,-103.79,17.63,93.87,23.87,87.6,0.034,98.46,99.87,congestion,1
2026-08-01 07:55:00,ZZ-CELL-017,7,0,43,-113.21,1.86,30.02,20.59,27.44,0.053,89.42,99.912,weak_coverage,1
2026-08-01 08:00:00,ZZ-CELL-023,8,0,64,-88.53,2.39,46.88,14.89,25.68,2.128,100.0,99.829,interference,1
2026-08-01 08:05:00,ZZ-CELL-009,8,0,55,-90.81,18.5,39.55,155.46,18.54,0.113,97.01,99.843,normal,0
2026-08-01 08:10:00,ZZ-CELL-007,8,0,69,-92.59,16.83,32.84,178.98,26.65,0.059,98.87,99.884,normal,0
2026-08-01 08:15:00,ZZ-CELL-017,8,0,110,-94.62,22.38,55.18,167.55,22.03,0.109,96.54,99.893,normal,0
2026-08-01 08:20:00,ZZ-CELL-001,8,0,44,-88.75,26.4,22.56,203.09,30.98,0.125,97.91,99.926,normal,0
2026-08-01 08:25:00,ZZ-CELL-022,8,0,216,-85.63,16.35,94.96,26.43,63.66,0.059,97.56,99.996,congestion,1
2026-08-01 08:30:00,ZZ-CELL-019,8,0,91,-79.32,17.95,38.81,151.8,28.58,0.087,98.56,99.946,normal,0
2026-08-01 08:35:00,ZZ-CELL-012,8,0,34,-97.53,2.3,28.23,29.6,13.35,5.236,97.53,99.893,interference,1
2026-08-01 08:40:00,ZZ-CELL-010,8,0,89,-98.92,17.36,41.15,178.6,14.46,0.084,98.14,100.0,normal,0
2026-08-01 08:45:00,ZZ-CELL-014,8,0,67,-114.83,-1.59,37.3,14.2,23.08,0.1,91.44,99.884,weak_coverage,1
2026-08-01 08:50:00,ZZ-CELL-021,8,0,176,-90.09,15.4,96.46,22.37,52.38,0.088,97.67,100.0,congestion,1
2026-08-01 08:55:00,ZZ-CELL-007,8,0,57,-89.46,17.29,38.63,160.87,19.44,0.032,98.25,100.0,normal,0
2026-08-01 09:00:00,ZZ-CELL-006,9,0,74,-86.49,27.06,42.59,190.65,22.89,0.062,97.38,99.983,normal,0
2026-08-01 09:05:00,ZZ-CELL-017,9,0,53,-90.49,22.45,41.8,217.74,20.14,0.077,99.48,99.91,normal,0
2026-08-01 09:10:00,ZZ-CELL-017,9,0,173,-92.78,17.38,93.63,9.0,73.27,0.069,98.09,99.906,congestion,1
2026-08-01 09:15:00,ZZ-CELL-005,9,0,66,-91.1,3.76,40.11,24.69,28.49,4.429,97.66,100.0,interference,1
2026-08-01 09:20:00,ZZ-CELL-023,9,0,100,-113.09,-2.4,60.87,13.75,16.44,0.123,93.38,99.998,weak_coverage,1
2026-08-01 09:25:00,ZZ-CELL-018,9,0,80,-94.52,17.67,38.54,173.27,25.9,0.068,100.0,99.751,normal,0
2026-08-01 09:30:00,ZZ-CELL-012,9,0,58,-96.2,17.33,44.78,166.76,17.03,0.078,98.88,99.978,normal,0
2026-08-01 09:35:00,ZZ-CELL-023,9,0,103,-83.87,0.79,48.84,23.94,20.97,4.807,99.37,99.91,interference,1
2026-08-01 09:40:00,ZZ-CELL-009,9,0,70,-88.24,13.48,42.15,151.57,31.14,0.118,96.61,99.961,normal,0
2026-08-01 09:45:00,ZZ-CELL-018,9,0,81,-93.08,14.64,39.75,169.28,26.78,0.055,96.69,99.996,normal,0
2026-08-01 09:50:00,ZZ-CELL-018,9,0,46,-81.09,17.62,37.63,173.09,20.61,0.055,98.15,99.996,normal,0
2026-08-01 09:55:00,ZZ-CELL-004,9,0,55,-100.14,12.01,29.85,168.26,24.8,0.068,98.32,99.884,normal,0
2026-08-01 10:00:00,ZZ-CELL-018,10,0,182,-86.83,15.4,91.4,13.13,57.59,0.093,99.48,99.994,congestion,1
2026-08-01 10:05:00,ZZ-CELL-004,10,0,68,-90.7,18.42,40.32,163.01,19.92,0.081,98.15,99.914,normal,0
2026-08-01 10:10:00,ZZ-CELL-007,10,0,77,-88.31,19.32,39.97,171.56,24.31,0.083,98.01,99.996,normal,0
2026-08-01 10:15:00,ZZ-CELL-022,10,0,54,-86.99,20.71,45.64,178.56,28.79,0.087,97.77,99.842,normal,0
2026-08-01 10:20:00,ZZ-CELL-016,10,0,76,-96.66,27.2,46.24,176.21,23.1,0.106,97.75,100.0,normal,0
2026-08-01 10:25:00,ZZ-CELL-016,10,0,40,-82.24,16.24,34.5,10.18,141.65,4.968,98.22,98.449,transmission,1
2026-08-01 10:30:00,ZZ-CELL-004,10,0,67,-94.89,18.46,47.59,169.17,24.51,0.063,98.91,99.966,normal,0
2026-08-01 10:35:00,ZZ-CELL-003,10,0,60,-85.04,20.86,32.44,172.04,20.79,0.211,98.36,99.955,normal,0
2026-08-01 10:40:00,ZZ-CELL-007,10,0,99,-90.53,11.98,43.71,130.02,24.2,0.033,98.58,99.94,normal,0
2026-08-01 10:45:00,ZZ-CELL-021,10,0,88,-95.29,8.4,45.47,150.29,25.48,0.034,98.56,99.932,normal,0
2026-08-01 10:50:00,ZZ-CELL-004,10,0,196,-98.28,19.41,91.19,19.53,107.12,0.071,98.79,99.975,congestion,1
2026-08-01 10:55:00,ZZ-CELL-014,10,0,35,-94.68,25.06,37.08,185.38,24.28,0.081,98.56,99.98,normal,0
2026-08-01 11:00:00,ZZ-CELL-024,11,1,87,-87.4,-0.13,73.37,28.77,26.87,2.1,97.63,99.906,interference,1
2026-08-01 11:05:00,ZZ-CELL-010,11,1,117,-83.24,22.1,87.65,141.94,20.89,0.132,97.22,99.943,normal,0
2026-08-01 11:10:00,ZZ-CELL-020,11,1,119,-82.84,15.18,63.34,138.12,29.05,0.064,98.79,99.972,normal,0
2026-08-01 11:15:00,ZZ-CELL-020,11,1,134,-93.36,21.91,70.6,142.46,26.03,0.169,99.31,99.997,normal,0
2026-08-01 11:20:00,ZZ-CELL-011,11,1,126,-94.91,16.52,73.33,147.96,27.59,0.114,97.52,100.0,normal,0
2026-08-01 11:25:00,ZZ-CELL-013,11,1,111,-84.66,11.58,80.14,144.88,20.55,0.08,98.91,99.935,normal,0
2026-08-01 11:30:00,ZZ-CELL-019,11,1,106,-90.35,16.76,82.05,129.19,26.83,0.083,99.78,99.979,normal,0
2026-08-01 11:35:00,ZZ-CELL-018,11,1,132,-118.87,-0.38,91.1,23.24,30.05,0.083,93.05,99.948,weak_coverage,1
2026-08-01 11:40:00,ZZ-CELL-008,11,1,122,-86.52,15.57,72.53,14.39,106.85,8.685,99.98,99.307,transmission,1
2026-08-01 11:45:00,ZZ-CELL-008,11,1,109,-87.48,18.82,65.8,174.0,24.44,0.066,97.22,99.87,normal,0
2026-08-01 11:50:00,ZZ-CELL-006,11,1,172,-95.55,24.13,91.47,23.93,75.43,0.045,95.55,99.963,congestion,1
2026-08-01 11:55:00,ZZ-CELL-001,11,1,87,-91.85,17.6,63.56,158.48,26.26,0.114,97.32,99.96,normal,0
2026-08-01 12:00:00,ZZ-CELL-007,12,1,133,-95.44,18.54,73.13,135.36,23.59,0.057,98.13,99.871,normal,0
2026-08-01 12:05:00,ZZ-CELL-006,12,1,103,-84.81,-5.37,73.47,25.59,34.27,4.281,98.52,100.0,interference,1
2026-08-01 12:10:00,ZZ-CELL-019,12,1,178,-82.12,10.04,90.1,32.44,66.24,0.027,98.93,100.0,congestion,1
2026-08-01 12:15:00,ZZ-CELL-017,12,1,144,-84.97,14.98,80.21,129.74,28.56,0.097,97.69,99.966,normal,0
2026-08-01 12:20:00,ZZ-CELL-013,12,1,96,-98.25,9.79,69.47,136.2,27.42,0.061,97.82,99.905,normal,0
2026-08-01 12:25:00,ZZ-CELL-012,12,1,141,-98.08,23.33,80.04,150.61,28.3,0.087,98.45,100.0,normal,0
2026-08-01 12:30:00,ZZ-CELL-008,12,1,110,-97.79,17.1,77.75,141.91,24.52,0.179,99.61,99.929,normal,0
2026-08-01 12:35:00,ZZ-CELL-017,12,1,207,-87.35,19.7,100.0,32.0,94.91,0.07,98.91,99.889,congestion,1
2026-08-01 12:40:00,ZZ-CELL-024,12,1,130,-92.12,14.08,73.69,132.06,26.21,0.11,99.2,99.882,normal,0
2026-08-01 12:45:00,ZZ-CELL-015,12,1,146,-89.92,14.85,94.27,21.37,61.76,0.093,99.36,99.981,congestion,1
2026-08-01 12:50:00,ZZ-CELL-013,12,1,165,-84.73,16.64,77.2,134.09,25.24,0.1,97.88,99.94,normal,0
2026-08-01 12:55:00,ZZ-CELL-017,12,1,99,-100.16,11.66,74.52,149.67,21.73,0.029,97.17,99.909,normal,0
2026-08-01 13:00:00,ZZ-CELL-016,13,1,112,-97.85,18.8,79.89,112.97,23.55,0.06,98.22,99.931,normal,0
2026-08-01 13:05:00,ZZ-CELL-009,13,1,117,-90.01,15.82,76.7,132.48,24.12,0.209,97.53,100.0,normal,0
2026-08-01 13:10:00,ZZ-CELL-013,13,1,109,-88.22,-6.26,77.93,28.97,27.05,4.847,98.93,99.965,interference,1
2026-08-01 13:15:00,ZZ-CELL-007,13,1,139,-84.5,10.82,66.5,145.65,34.52,0.125,98.52,99.887,normal,0
2026-08-01 13:20:00,ZZ-CELL-006,13,1,145,-116.71,5.77,79.28,35.22,22.7,0.114,90.69,99.949,weak_coverage,1
2026-08-01 13:25:00,ZZ-CELL-017,13,1,176,-86.6,25.68,95.2,20.17,51.93,0.152,98.18,99.978,congestion,1
2026-08-01 13:30:00,ZZ-CELL-002,13,1,109,-90.66,-5.43,71.38,57.98,27.14,3.128,99.84,99.933,interference,1
2026-08-01 13:35:00,ZZ-CELL-016,13,1,108,-89.23,17.41,81.59,138.38,27.21,0.074,97.79,99.904,normal,0
2026-08-01 13:40:00,ZZ-CELL-013,13,1,97,-93.91,14.75,65.93,134.51,29.52,0.121,98.69,99.901,normal,0
2026-08-01 13:45:00,ZZ-CELL-001,13,1,125,-83.6,-7.49,67.38,39.26,31.13,3.302,99.42,99.867,interference,1
2026-08-01 13:50:00,ZZ-CELL-020,13,1,116,-91.77,16.77,70.62,147.32,28.0,0.086,97.33,99.881,normal,0
2026-08-01 13:55:00,ZZ-CELL-015,13,1,122,-82.89,10.13,82.97,115.86,22.31,0.119,97.09,99.84,normal,0
2026-08-01 14:00:00,ZZ-CELL-009,14,0,80,-79.22,15.61,47.36,136.54,25.53,0.228,96.24,99.883,normal,0
2026-08-01 14:05:00,ZZ-CELL-007,14,0,164,-90.72,7.89,95.41,17.38,80.05,0.106,98.94,99.925,congestion,1
2026-08-01 14:10:00,ZZ-CELL-023,14,0,43,-91.89,22.16,37.86,177.11,24.38,0.103,97.1,99.937,normal,0
2026-08-01 14:15:00,ZZ-CELL-024,14,0,50,-92.07,8.87,34.82,147.92,20.9,0.094,98.66,99.916,normal,0
2026-08-01 14:20:00,ZZ-CELL-011,14,0,170,-88.15,10.08,94.87,11.59,55.52,0.139,98.94,99.98,congestion,1
2026-08-01 14:25:00,ZZ-CELL-004,14,0,68,-91.94,14.89,40.75,5.56,81.55,7.839,97.97,97.922,transmission,1
2026-08-01 14:30:00,ZZ-CELL-005,14,0,80,-90.94,25.73,41.15,199.37,17.59,0.21,97.63,99.847,normal,0
2026-08-01 14:35:00,ZZ-CELL-013,14,0,164,-81.79,14.74,96.32,36.59,95.04,0.047,97.62,99.883,congestion,1
2026-08-01 14:40:00,ZZ-CELL-024,14,0,62,-96.07,16.55,33.94,22.49,159.33,7.857,97.94,98.374,transmission,1
2026-08-01 14:45:00,ZZ-CELL-009,14,0,72,-95.18,20.23,36.93,13.94,129.15,6.208,98.28,98.462,transmission,1
2026-08-01 14:50:00,ZZ-CELL-016,14,0,86,-91.55,22.11,41.97,168.09,23.37,0.073,98.92,99.957,normal,0
2026-08-01 14:55:00,ZZ-CELL-014,14,0,26,-104.15,20.13,40.03,149.33,23.72,0.179,98.19,99.982,normal,0
2026-08-01 15:00:00,ZZ-CELL-022,15,0,196,-88.89,12.38,88.78,31.84,71.1,0.139,98.45,99.968,congestion,1
2026-08-01 15:05:00,ZZ-CELL-018,15,0,72,-112.04,9.0,31.64,13.04,21.53,0.078,89.27,99.967,weak_coverage,1
2026-08-01 15:10:00,ZZ-CELL-001,15,0,49,-91.67,18.75,32.54,183.22,9.04,0.044,98.63,99.901,normal,0
2026-08-01 15:15:00,ZZ-CELL-020,15,0,56,-79.1,19.49,35.73,152.35,28.4,0.185,98.62,99.929,normal,0
2026-08-01 15:20:00,ZZ-CELL-018,15,0,168,-100.92,20.24,91.85,13.27,40.32,0.067,99.19,99.934,congestion,1
2026-08-01 15:25:00,ZZ-CELL-007,15,0,96,-92.36,17.89,57.5,163.05,30.19,0.074,98.58,99.912,normal,0
2026-08-01 15:30:00,ZZ-CELL-004,15,0,55,-79.02,13.99,51.02,169.38,30.96,0.079,96.71,99.882,normal,0
2026-08-01 15:35:00,ZZ-CELL-014,15,0,65,-94.99,12.07,51.68,9.83,156.5,4.666,97.8,99.7,transmission,1
2026-08-01 15:40:00,ZZ-CELL-018,15,0,45,-91.74,21.02,34.17,195.32,18.57,0.036,97.41,99.99,normal,0
2026-08-01 15:45:00,ZZ-CELL-018,15,0,164,-94.68,12.79,94.92,33.35,86.81,0.041,97.24,99.898,congestion,1
2026-08-01 15:50:00,ZZ-CELL-005,15,0,166,-96.39,18.78,100.0,21.0,96.2,0.075,98.22,99.887,congestion,1
2026-08-01 15:55:00,ZZ-CELL-017,15,0,78,-97.55,15.2,39.06,161.55,26.25,0.184,97.34,99.88,normal,0
2026-08-01 16:00:00,ZZ-CELL-007,16,0,61,-90.32,14.57,46.89,163.85,25.91,0.101,97.47,99.867,normal,0
2026-08-01 16:05:00,ZZ-CELL-023,16,0,92,-88.81,15.1,47.59,174.93,21.3,0.037,98.76,99.938,normal,0
2026-08-01 16:10:00,ZZ-CELL-009,16,0,94,-87.72,-6.01,42.42,21.89,22.42,2.93,96.95,99.904,interference,1
2026-08-01 16:15:00,ZZ-CELL-015,16,0,61,-90.91,23.05,38.55,177.45,32.28,0.059,100.0,99.942,normal,0
2026-08-01 16:20:00,ZZ-CELL-024,16,0,52,-93.17,16.22,34.05,174.99,19.18,0.054,97.96,99.854,normal,0
2026-08-01 16:25:00,ZZ-CELL-017,16,0,201,-96.95,15.6,94.17,30.31,66.84,0.18,97.67,100.0,normal,0
2026-08-01 16:30:00,ZZ-CELL-002,16,0,70,-98.85,13.29,36.17,167.27,15.78,0.065,98.78,99.916,normal,0
2026-08-01 16:35:00,ZZ-CELL-001,16,0,65,-93.34,23.62,38.33,176.84,15.02,0.056,97.04,99.883,normal,0
2026-08-01 16:40:00,ZZ-CELL-009,16,0,74,-94.24,4.37,33.89,25.0,27.47,3.346,97.02,99.939,congestion,1
